Customer_id;recency;frequency;monetary;recency_score;frequency_score;monetary_score;RF_SCORE;segment
17060;267;1;234;2;2;1;22;hibernating
17061;75;11;5232;3;5;5;35;loyal_customers
17062;315;6;890;2;4;3;24;at_Risk
17063;22;13;3639;4;5;5;45;loyal_customers
17064;60;3;855;4;3;3;43;potential_loyalists
17065;639;2;195;1;3;1;13;at_Risk
17066;727;1;228;1;2;1;12;hibernating
17067;726;3;455;1;3;2;13;at_Risk
17068;13;47;8988;5;5;5;55;champions
17069;29;14;5517;4;5;5;45;loyal_customers
17070;115;2;437;3;3;2;33;need_attention
17071;29;13;3794;4;5;5;45;loyal_customers
17072;626;1;273;1;2;1;12;hibernating
17073;19;4;1446;5;4;4;54;champions
17074;564;1;203;1;2;1;12;hibernating
17075;19;10;2237;5;5;4;55;champions
17076;37;6;1243;4;4;4;44;loyal_customers
17077;579;1;306;1;2;2;12;hibernating
17078;37;2;378;4;3;2;43;potential_loyalists
17079;79;1;119;3;2;1;32;about_to_sleep
17080;23;7;958;4;4;3;44;loyal_customers
17081;26;6;949;4;4;3;44;loyal_customers
17082;34;6;4732;4;4;5;44;loyal_customers
17083;110;9;4050;3;5;5;35;loyal_customers
17084;36;3;5001;4;3;5;43;potential_loyalists
17085;124;28;7848;3;5;5;35;loyal_customers
17086;8;6;2050;5;4;4;54;champions
17087;739;1;222;1;2;1;12;hibernating
17088;29;4;1991;4;4;4;44;loyal_customers
17089;387;1;128;2;2;1;22;hibernating
17090;5;13;3080;5;5;5;55;champions
17091;4;19;7496;5;5;5;55;champions
17092;51;11;5511;4;5;5;45;loyal_customers
17093;594;1;236;1;2;1;12;hibernating
17094;323;2;402;2;3;2;23;at_Risk
17095;24;7;2572;4;4;4;44;loyal_customers
17096;16;11;3698;5;5;5;55;champions
17097;3;9;1143;5;5;3;55;champions
17098;383;3;591;2;3;2;23;at_Risk
17099;534;1;582;1;2;2;12;hibernating
17100;19;2;972;5;3;3;53;potential_loyalists
17101;11;7;2507;5;4;4;54;champions
17102;263;1;25,05,2026;2;2;1;22;hibernating
17103;723;1;424;1;2;2;12;hibernating
17104;425;1;474;1;2;2;12;hibernating
17105;160;2;666;3;3;3;33;need_attention
17106;390;1;482;2;2;2;22;hibernating
17107;34;10;16053;4;5;5;45;loyal_customers
17108;665;1;175;1;2;1;12;hibernating
17109;30;8;1292;4;5;4;45;loyal_customers
17110;166;3;500;3;3;2;33;need_attention
17111;48;2;460;4;3;2;43;potential_loyalists
17112;504;1;198;1;2;1;12;hibernating
17113;575;6;2306;1;4;4;14;at_Risk
17114;7;8;801;5;5;3;55;champions
17115;9;7;2761;5;4;4;54;champions
17116;649;1;390;1;2;2;12;hibernating
17117;289;1;116;2;2;1;22;hibernating
17118;319;1;157;2;2;1;22;hibernating
17119;4;2;607;5;3;3;53;potential_loyalists
17120;234;1;307;2;2;2;22;hibernating
17121;404;1;315;2;2;2;22;hibernating
17122;120;4;571;3;4;2;34;loyal_customers
17123;163;3;977;3;3;3;33;need_attention
17124;186;1;294;3;2;2;32;about_to_sleep
17125;51;1;231;4;2;1;42;potential_loyalists
17126;153;9;2016;3;5;4;35;loyal_customers
17127;430;5;1155;1;4;3;14;at_Risk
17128;336;1;157;2;2;1;22;hibernating
17129;521;1;32;1;2;1;12;hibernating
17131;6;5;2463;5;4;4;54;champions
17132;453;2;1221;1;3;4;13;at_Risk
17133;17;12;14622;5;5;5;55;champions
17134;108;3;625;3;3;3;33;need_attention
17135;17;10;1722;5;5;4;55;champions
17136;663;1;232;1;2;1;12;hibernating
17137;417;6;1100;1;4;3;14;at_Risk
17138;277;7;4417;2;4;5;24;at_Risk
17139;17;25;19567;5;5;5;55;champions
17140;248;1;454;2;2;2;22;hibernating
17141;419;4;728;1;4;3;14;at_Risk
17142;240;4;1275;2;4;4;24;at_Risk
17143;418;2;881;1;3;3;13;at_Risk
17144;2;2;985;5;3;3;53;potential_loyalists
17145;514;4;3121;1;4;5;14;at_Risk
17146;107;13;5853;3;5;5;35;loyal_customers
17147;24;9;3200;4;5;5;45;loyal_customers
17148;53;1;125;4;2;1;42;potential_loyalists
17149;452;1;143;1;2;1;12;hibernating
17150;378;6;1358;2;4;4;24;at_Risk
17151;736;1;232;1;2;1;12;hibernating
17152;196;4;2017;2;4;4;24;at_Risk
17153;25;1;214;4;2;1;42;potential_loyalists
17154;76;1;329;3;2;2;32;about_to_sleep
17155;19;7;892;5;4;3;54;champions
17156;493;1;592;1;2;2;12;hibernating
17157;9;19;5152;5;5;5;55;champions
17158;33;5;1980;4;4;4;44;loyal_customers
17159;23;5;2100;4;4;4;44;loyal_customers
17160;32;17;10209;4;5;5;45;loyal_customers
17161;445;1;856;1;2;3;12;hibernating
17162;30;10;1715;4;5;4;45;loyal_customers
17163;23;4;700;4;4;3;44;loyal_customers
17164;34;7;2467;4;4;4;44;loyal_customers
17165;285;6;1794;2;4;4;24;at_Risk
17166;40;2;206;4;3;1;43;potential_loyalists
17167;381;3;867;2;3;3;23;at_Risk
17168;500;1;400;1;2;2;12;hibernating
17169;59;3;1157;4;3;3;43;potential_loyalists
17170;375;2;179;2;3;1;23;at_Risk
17171;290;2;385;2;3;2;23;at_Risk
17172;80;3;957;3;3;3;33;need_attention
17173;6;8;3767;5;5;5;55;champions
17174;219;1;60;2;2;1;22;hibernating
17175;45;4;1444;4;4;4;44;loyal_customers
17176;203;3;902;2;3;3;23;at_Risk
17177;506;1;120;1;2;1;12;hibernating
17178;732;1;433;1;2;2;12;hibernating
17179;179;6;1507;3;4;4;34;loyal_customers
17180;57;11;2237;4;5;4;45;loyal_customers
17181;58;3;310;4;3;2;43;potential_loyalists
17182;424;2;321;1;3;2;13;at_Risk
17183;9;6;3347;5;4;5;54;champions
17184;570;2;198;1;3;1;13;at_Risk
17185;593;3;229;1;3;1;13;at_Risk
17186;48;2;144;4;3;1;43;potential_loyalists
17187;228;2;468;2;3;2;23;at_Risk
17188;12;13;4593;5;5;5;55;champions
17189;107;5;954;3;4;3;34;loyal_customers
17190;60;7;1727;4;4;4;44;loyal_customers
17191;29;15;4310;4;5;5;45;loyal_customers
17192;537;1;75;1;2;1;12;hibernating
17193;37;9;2310;4;5;4;45;loyal_customers
17194;275;3;813;2;3;3;23;at_Risk
17195;656;1;563;1;2;2;12;hibernating
17196;429;1;328;1;2;2;12;hibernating
17197;31;1;1013;4;2;3;42;potential_loyalists
17198;25;3;692;4;3;3;43;potential_loyalists
17199;583;1;135;1;2;1;12;hibernating
17200;388;4;357;2;4;2;24;at_Risk
17201;55;4;1143;4;4;3;44;loyal_customers
17202;422;1;161;1;2;1;12;hibernating
17203;37;10;5564;4;5;5;45;loyal_customers
17204;176;9;5505;3;5;5;35;loyal_customers
17205;55;3;999;4;3;3;43;potential_loyalists
17206;54;1;204;4;2;1;42;potential_loyalists
17207;653;1;293;1;2;2;12;hibernating
17208;397;1;111;2;2;1;22;hibernating
17209;650;3;596;1;3;2;13;at_Risk
17210;394;1;252;2;2;1;22;hibernating
17211;28;13;3773;4;5;5;45;loyal_customers
17212;254;3;794;2;3;3;23;at_Risk
17213;41;13;4869;4;5;5;45;loyal_customers
17214;61;6;1059;3;4;3;34;loyal_customers
17215;465;1;186;1;2;1;12;hibernating
17216;555;1;64;1;2;1;12;hibernating
17217;235;2;210;2;3;1;23;at_Risk
17218;5;18;3891;5;5;5;55;champions
17219;33;2;259;4;3;1;43;potential_loyalists
17220;25;21;4457;4;5;5;45;loyal_customers
17221;8;5;977;5;4;3;54;champions
17222;66;6;1580;3;4;4;34;loyal_customers
17223;311;3;558;2;3;2;23;at_Risk
17224;502;1;101;1;2;1;12;hibernating
17225;583;1;131;1;2;1;12;hibernating
17226;310;3;895;2;3;3;23;at_Risk
17227;20;12;1879;5;5;4;55;champions
17228;17;13;2820;5;5;4;55;champions
17229;97;2;319;3;3;2;33;need_attention
17230;265;18;9388;2;5;5;25;cant_loose
17231;13;25;7065;5;5;5;55;champions
17232;4;2;418;5;3;2;53;potential_loyalists
17233;36;3;561;4;3;2;43;potential_loyalists
17234;184;1;150;3;2;1;32;about_to_sleep
17235;26;8;1563;4;5;4;45;loyal_customers
17236;14;12;1929;5;5;4;55;champions
17237;12;4;994;5;4;3;54;champions
17238;4;32;7332;5;5;5;55;champions
17239;314;4;1189;2;4;3;24;at_Risk
17240;597;1;131;1;2;1;12;hibernating
17241;386;12;2737;2;5;4;25;cant_loose
17242;109;5;2889;3;4;4;34;loyal_customers
17243;2;69;20204;5;5;5;55;champions
17244;54;5;1826;4;4;4;44;loyal_customers
17245;206;2;372;2;3;2;23;at_Risk
17246;548;2;39;1;3;1;13;at_Risk
17247;16;1;280;5;2;1;52;potential_loyalists
17248;121;2;501;3;3;2;33;need_attention
17249;430;1;68;1;2;1;12;hibernating
17250;5;2;382;5;3;2;53;potential_loyalists
17251;364;3;799;2;3;3;23;at_Risk
17252;118;2;349;3;3;2;33;need_attention
17253;19;1;178;5;2;1;52;potential_loyalists
17254;6;3;469;5;3;2;53;potential_loyalists
17255;42;4;782;4;4;3;44;loyal_customers
17256;108;5;499;3;4;2;34;loyal_customers
17257;437;2;190;1;3;1;13;at_Risk
17258;398;2;417;2;3;2;23;at_Risk
17259;149;6;1452;3;4;4;34;loyal_customers
17260;412;1;121;1;2;1;12;hibernating
17261;511;1;222;1;2;1;12;hibernating
17262;53;11;2489;4;5;4;45;loyal_customers
17263;209;1;63;2;2;1;22;hibernating
17264;425;1;268;1;2;1;12;hibernating
17265;140;2;550;3;3;2;33;need_attention
17266;3;5;502;5;4;2;54;champions
17267;128;2;317;3;3;2;33;need_attention
17268;109;11;1734;3;5;4;35;loyal_customers
17269;387;1;492;2;2;2;22;hibernating
17270;470;2;601;1;3;2;13;at_Risk
17271;737;1;204;1;2;1;12;hibernating
17272;43;4;2149;4;4;4;44;loyal_customers
17273;425;1;141;1;2;1;12;hibernating
17274;36;2;573;4;3;2;43;potential_loyalists
17275;384;1;114;2;2;1;22;hibernating
17276;403;1;502;2;2;2;22;hibernating
17277;229;2;1065;2;3;3;23;at_Risk
17278;242;2;271;2;3;1;23;at_Risk
17279;59;1;188;4;2;1;42;potential_loyalists
17280;439;1;119;1;2;1;12;hibernating
17281;375;6;798;2;4;3;24;at_Risk
17282;131;5;2309;3;4;4;34;loyal_customers
17283;380;1;188;2;2;1;22;hibernating
17284;61;8;2788;3;5;4;35;loyal_customers
17285;629;2;408;1;3;2;13;at_Risk
17286;23;3;389;4;3;2;43;potential_loyalists
17287;27;21;3827;4;5;5;45;loyal_customers
17288;10;11;2468;5;5;4;55;champions
17289;33;9;2042;4;5;4;45;loyal_customers
17290;5;8;1488;5;5;4;55;champions
17291;309;1;551;2;2;2;22;hibernating
17292;473;2;272;1;3;1;13;at_Risk
17293;9;17;3751;5;5;5;55;champions
17294;670;2;468;1;3;2;13;at_Risk
17295;30;3;547;4;3;2;43;potential_loyalists
17296;731;1;338;1;2;2;12;hibernating
17297;18;1;128;5;2;1;52;potential_loyalists
17298;102;5;954;3;4;3;34;loyal_customers
17299;13;6;993;5;4;3;54;champions
17300;392;2;394;2;3;2;23;at_Risk
17301;22;2;294;4;3;2;43;potential_loyalists
17302;16;5;1136;5;4;3;54;champions
17303;362;1;250;2;2;1;22;hibernating
17304;535;1;112;1;2;1;12;hibernating
17305;650;1;2135;1;2;4;12;hibernating
17306;12;21;9782;5;5;5;55;champions
17307;396;11;4000;2;5;5;25;cant_loose
17308;394;2;4512;2;3;5;23;at_Risk
17309;96;3;320;3;3;2;33;need_attention
17310;388;2;1025;2;3;3;23;at_Risk
17311;79;6;3567;3;4;5;34;loyal_customers
17312;140;3;644;3;3;3;33;need_attention
17313;32;1;2329;4;2;4;42;potential_loyalists
17314;26;17;4904;4;5;5;45;loyal_customers
17315;3;43;9600;5;5;5;55;champions
17316;421;1;124;1;2;1;12;hibernating
17317;47;3;2600;4;3;4;43;potential_loyalists
17318;726;1;157;1;2;1;12;hibernating
17319;670;1;29,01,2026;1;2;1;12;hibernating
17320;101;6;2445;3;4;4;34;loyal_customers
17321;9;6;1665;5;4;4;54;champions
17322;377;5;923;2;4;3;24;at_Risk
17323;16;12;1551;5;5;4;55;champions
17324;19;12;2171;5;5;4;55;champions
17325;281;3;610;2;3;3;23;at_Risk
17326;409;2;312;2;3;2;23;at_Risk
17327;411;2;152;2;3;1;23;at_Risk
17328;674;1;105;1;2;1;12;hibernating
17329;15;5;999;5;4;3;54;champions
17330;24;4;424;4;4;2;44;loyal_customers
17331;125;1;175;3;2;1;32;about_to_sleep
17332;529;5;838;1;4;3;14;at_Risk
17333;87;1;494;3;2;2;32;about_to_sleep
17334;303;3;635;2;3;3;23;at_Risk
17335;385;2;497;2;3;2;23;at_Risk
17336;473;1;81;1;2;1;12;hibernating
17337;152;4;1981;3;4;4;34;loyal_customers
17338;18;17;11889;5;5;5;55;champions
17339;95;3;302;3;3;2;33;need_attention
17340;31;18;19618;4;5;5;45;loyal_customers
17341;158;5;1272;3;4;4;34;loyal_customers
17342;381;4;1228;2;4;4;24;at_Risk
17343;356;6;1260;2;4;4;24;at_Risk
17344;47;2;457;4;3;2;43;potential_loyalists
17345;16;10;1587;5;5;4;55;champions
17346;5;26;4999;5;5;5;55;champions
17347;87;1;229;3;2;1;32;about_to_sleep
17348;16;9;2442;5;5;4;55;champions
17349;180;5;772;3;4;3;34;loyal_customers
17350;9;7;1894;5;4;4;54;champions
17351;37;12;1988;4;5;4;45;loyal_customers
17352;697;1;36;1;2;1;12;hibernating
17353;130;4;3242;3;4;5;34;loyal_customers
17354;52;4;3134;4;4;5;44;loyal_customers
17355;387;1;273;2;2;1;22;hibernating
17356;313;5;946;2;4;3;24;at_Risk
17357;25;2;384;4;3;2;43;potential_loyalists
17358;304;5;861;2;4;3;24;at_Risk
17359;12;2;284;5;3;1;53;potential_loyalists
17360;18;6;1201;5;4;3;54;champions
17361;50;5;872;4;4;3;44;loyal_customers
17362;240;7;1024;2;4;3;24;at_Risk
17363;396;3;920;2;3;3;23;at_Risk
17364;2;28;11973;5;5;5;55;champions
17365;14;15;8184;5;5;5;55;champions
17366;433;2;1077;1;3;3;13;at_Risk
17367;239;1;168;2;2;1;22;hibernating
17368;24;14;2758;4;5;4;45;loyal_customers
17369;457;1;979;1;2;3;12;hibernating
17370;74;4;446;3;4;2;34;loyal_customers
17371;18;6;655;5;4;3;54;champions
17372;42;28;4347;4;5;5;45;loyal_customers
17373;41;7;1168;4;4;3;44;loyal_customers
17374;220;3;727;2;3;3;23;at_Risk
17375;200;4;661;2;4;3;24;at_Risk
17376;72;4;454;3;4;2;34;loyal_customers
17377;25;78;17644;4;5;5;45;loyal_customers
17378;375;1;1,10,1995;2;2;1;22;hibernating
17379;12;1;390;5;2;2;52;potential_loyalists
17380;435;3;645;1;3;3;13;at_Risk
17381;10;38;36399;5;5;5;55;champions
17382;66;8;902;3;5;3;35;loyal_customers
17383;5;2;304;5;3;2;53;potential_loyalists
17384;20;3;508;5;3;2;53;potential_loyalists
17385;16;1;256;5;2;1;52;potential_loyalists
17386;9;7;2813;5;4;4;54;champions
17387;21;2;747;4;3;3;43;potential_loyalists
17388;79;11;2675;3;5;4;35;loyal_customers
17389;2;61;57215;5;5;5;55;champions
17390;422;1;149;1;2;1;12;hibernating
17391;165;2;509;3;3;2;33;need_attention
17392;308;3;586;2;3;2;23;at_Risk
17393;412;2;381;1;3;2;13;at_Risk
17394;220;1;204;2;2;1;22;hibernating
17395;509;1;98;1;2;1;12;hibernating
17396;40;14;8410;4;5;5;45;loyal_customers
17397;23;3;1198;4;3;3;43;potential_loyalists
17398;116;3;653;3;3;3;33;need_attention
17400;127;8;4623;3;5;5;35;loyal_customers
17401;542;1;115;1;2;1;12;hibernating
17402;6;23;4636;5;5;5;55;champions
17403;37;2;383;4;3;2;43;potential_loyalists
17404;5;23;47781;5;5;5;55;champions
17405;2;3;1031;5;3;3;53;potential_loyalists
17406;334;13;4187;2;5;5;25;cant_loose
17407;413;1;553;1;2;2;12;hibernating
17408;164;3;316;3;3;2;33;need_attention
17409;186;10;7794;3;5;5;35;loyal_customers
17410;17;5;1215;5;4;3;54;champions
17411;13;5;1425;5;4;4;54;champions
17412;4;16;4220;5;5;5;55;champions
17413;406;2;560;2;3;2;23;at_Risk
17414;45;6;2250;4;4;4;44;loyal_customers
17415;81;1;508;3;2;2;32;about_to_sleep
17416;31;22;17298;4;5;5;45;loyal_customers
17417;550;1;164;1;2;1;12;hibernating
17418;43;3;670;4;3;3;43;potential_loyalists
17419;12;18;6126;5;5;5;55;champions
17420;51;6;954;4;4;3;44;loyal_customers
17421;387;3;1059;2;3;3;23;at_Risk
17422;17;11;3595;5;5;5;55;champions
17423;47;3;1119;4;3;3;43;potential_loyalists
17425;20;2;759;5;3;3;53;potential_loyalists
17426;9;13;8078;5;5;5;55;champions
17427;73;1;101;3;2;1;32;about_to_sleep
17428;2;45;31467;5;5;5;55;champions
17429;129;5;1357;3;4;4;34;loyal_customers
17430;34;4;623;4;4;3;44;loyal_customers
17431;314;1;403;2;2;2;22;hibernating
17432;19;9;1729;5;5;4;55;champions
17433;89;2;570;3;3;2;33;need_attention
17434;3;7;2374;5;4;4;54;champions
17435;412;1;331;1;2;2;12;hibernating
17436;3;5;534;5;4;2;54;champions
17437;531;1;370;1;2;2;12;hibernating
17438;255;5;1423;2;4;4;24;at_Risk
17439;657;1;326;1;2;2;12;hibernating
17440;158;4;324;3;4;2;34;loyal_customers
17441;733;1;293;1;2;2;12;hibernating
17442;38;15;4620;4;5;5;45;loyal_customers
17443;221;1;534;2;2;2;22;hibernating
17444;153;2;2389;3;3;4;33;need_attention
17446;178;2;121;3;3;1;33;need_attention
17447;41;2;542;4;3;2;43;potential_loyalists
17448;498;46;14524;1;5;5;15;cant_loose
17449;3;13;4868;5;5;5;55;champions
17450;9;51;244784;5;5;5;55;champions
17451;2;7;1721;5;4;4;54;champions
17453;19;2;487;5;3;2;53;potential_loyalists
17454;193;10;1548;2;5;4;25;cant_loose
17455;205;1;132;2;2;1;22;hibernating
17456;366;2;976;2;3;3;23;at_Risk
17457;128;14;5985;3;5;5;35;loyal_customers
17458;16;2;530;5;3;2;53;potential_loyalists
17459;44;2;657;4;3;3;43;potential_loyalists
17460;95;16;2158;3;5;4;35;loyal_customers
17461;24;3;736;4;3;3;43;potential_loyalists
17462;61;2;676;3;3;3;33;need_attention
17463;17;7;2535;5;4;4;54;champions
17464;159;3;907;3;3;3;33;need_attention
17465;427;7;2543;1;4;4;14;at_Risk
17466;11;2;763;5;3;3;53;potential_loyalists
17467;396;1;103;2;2;1;22;hibernating
17468;11;3;195;5;3;1;53;potential_loyalists
17469;17;17;5051;5;5;5;55;champions
17470;46;11;2626;4;5;4;45;loyal_customers
17471;476;1;322;1;2;2;12;hibernating
17472;192;4;922;2;4;3;24;at_Risk
17473;410;2;607;2;3;3;23;at_Risk
17474;601;1;1047;1;2;3;12;hibernating
17475;80;1;194;3;2;1;32;about_to_sleep
17476;397;2;490;2;3;2;23;at_Risk
17477;614;2;1144;1;3;3;13;at_Risk
17478;409;2;1273;2;3;4;23;at_Risk
17479;634;1;389;1;2;2;12;hibernating
17480;79;2;882;3;3;3;33;need_attention
17481;5;4;1256;5;4;4;54;champions
17482;488;2;776;1;3;3;13;at_Risk
17483;66;4;592;3;4;2;34;loyal_customers
17484;577;2;210;1;3;1;13;at_Risk
17486;262;1;397;2;2;2;22;hibernating
17487;729;1;161;1;2;1;12;hibernating
17488;642;1;337;1;2;2;12;hibernating
17489;60;2;377;4;3;2;43;potential_loyalists
17490;2;9;2751;5;5;4;55;champions
17491;2;17;5654;5;5;5;55;champions
17492;249;3;1122;2;3;3;23;at_Risk
17493;386;1;101;2;2;1;22;hibernating
17494;503;1;55;1;2;1;12;hibernating
17495;9;3;807;5;3;3;53;potential_loyalists
17496;360;4;1413;2;4;4;24;at_Risk
17497;391;2;287;2;3;2;23;at_Risk
17498;77;1;272;3;2;1;32;about_to_sleep
17499;291;2;1341;2;3;4;23;at_Risk
17500;18;3;1138;5;3;3;53;potential_loyalists
17501;222;2;289;2;3;2;23;at_Risk
17502;10;4;689;5;4;3;54;champions
17503;4;2;559;5;3;2;53;potential_loyalists
17504;207;18;9490;2;5;5;25;cant_loose
17505;163;5;2435;3;4;4;34;loyal_customers
17506;77;1;302;3;2;2;32;about_to_sleep
17507;263;2;606;2;3;2;23;at_Risk
17508;282;8;4579;2;5;5;25;cant_loose
17509;59;8;6084;4;5;5;45;loyal_customers
17510;26;2;515;4;3;2;43;potential_loyalists
17511;4;60;172133;5;5;5;55;champions
17512;30;18;5468;4;5;5;45;loyal_customers
17513;73;3;1159;3;3;3;33;need_attention
17514;129;2;522;3;3;2;33;need_attention
17515;32;9;1603;4;5;4;45;loyal_customers
17516;16;6;948;5;4;3;54;champions
17517;310;1;154;2;2;1;22;hibernating
17518;427;2;329;1;3;2;13;at_Risk
17519;18;15;4774;5;5;5;55;champions
17520;55;1;547;4;2;2;42;potential_loyalists
17521;31;5;1278;4;4;4;44;loyal_customers
17522;3;5;1071;5;4;3;54;champions
17523;12;4;653;5;4;3;54;champions
17524;362;3;539;2;3;2;23;at_Risk
17525;361;3;1162;2;3;3;23;at_Risk
17526;6;12;3939;5;5;5;55;champions
17527;55;4;939;4;4;3;44;loyal_customers
17528;2;8;3629;5;5;5;55;champions
17529;611;2;1240;1;3;4;13;at_Risk
17530;2;12;2792;5;5;4;55;champions
17531;191;3;1267;2;3;4;23;at_Risk
17532;387;1;65;2;2;1;22;hibernating
17533;436;1;35;1;2;1;12;hibernating
17534;55;5;1669;4;4;4;44;loyal_customers
17535;281;1;164;2;2;1;22;hibernating
17536;178;3;365;3;3;2;33;need_attention
17537;31;2;888;4;3;3;43;potential_loyalists
17538;27;1;98;4;2;1;42;potential_loyalists
17539;619;4;1177;1;4;3;14;at_Risk
17540;26;6;1591;4;4;4;44;loyal_customers
17541;511;1;120;1;2;1;12;hibernating
17542;271;3;341;2;3;2;23;at_Risk
17543;551;1;120;1;2;1;12;hibernating
17544;391;3;945;2;3;3;23;at_Risk
17545;44;6;1410;4;4;4;44;loyal_customers
17547;377;2;728;2;3;3;23;at_Risk
17548;235;4;731;2;4;3;24;at_Risk
17549;25;2;149;4;3;1;43;potential_loyalists
17550;198;9;2507;2;5;4;25;cant_loose
17551;360;1;290;2;2;2;22;hibernating
17552;61;12;2787;3;5;4;35;loyal_customers
17553;131;4;3758;3;4;5;34;loyal_customers
17554;2;5;1952;5;4;4;54;champions
17555;21;5;1046;4;4;3;44;loyal_customers
17556;207;2;301;2;3;2;23;at_Risk
17557;15;4;575;5;4;2;54;champions
17558;394;1;259;2;2;1;22;hibernating
17559;514;1;168;1;2;1;12;hibernating
17560;96;8;1896;3;5;4;35;loyal_customers
17561;20;4;703;5;4;3;54;champions
17562;15;7;1122;5;4;3;54;champions
17563;579;2;392;1;3;2;13;at_Risk
17564;25;3;454;4;3;2;43;potential_loyalists
17565;588;1;132;1;2;1;12;hibernating
17566;9;2;870;5;3;3;53;potential_loyalists
17567;8;9;4838;5;5;5;55;champions
17568;634;1;374;1;2;2;12;hibernating
17569;333;1;344;2;2;2;22;hibernating
17570;383;1;100;2;2;1;22;hibernating
17571;51;5;1631;4;4;4;44;loyal_customers
17572;72;10;652;3;5;3;35;loyal_customers
17573;30;3;381;4;3;2;43;potential_loyalists
17574;244;1;186;2;2;1;22;hibernating
17575;668;1;172;1;2;1;12;hibernating
17576;9;41;8712;5;5;5;55;champions
17577;646;2;349;1;3;2;13;at_Risk
17578;219;7;1047;2;4;3;24;at_Risk
17579;6;4;753;5;4;3;54;champions
17580;254;5;541;2;4;2;24;at_Risk
17581;2;43;17951;5;5;5;55;champions
17582;237;5;1447;2;4;4;24;at_Risk
17583;561;1;136;1;2;1;12;hibernating
17584;8;6;5309;5;4;5;54;champions
17585;110;7;2065;3;4;4;34;loyal_customers
17586;620;1;167;1;2;1;12;hibernating
17587;629;1;177;1;2;1;12;hibernating
17588;101;7;2940;3;4;5;34;loyal_customers
17589;61;18;13838;3;5;5;35;loyal_customers
17590;3;3;1468;5;3;4;53;potential_loyalists
17591;74;8;2339;3;5;4;35;loyal_customers
17592;740;1;148;1;2;1;12;hibernating
17593;5;11;8092;5;5;5;55;champions
17594;86;4;2498;3;4;4;34;loyal_customers
17595;13;2;387;5;3;2;53;potential_loyalists
17596;24;13;4491;4;5;5;45;loyal_customers
17597;215;5;3484;2;4;5;24;at_Risk
17598;382;1;410;2;2;2;22;hibernating
17599;479;1;52;1;2;1;12;hibernating
17600;19;1;162;5;2;1;52;potential_loyalists
17601;240;2;413;2;3;2;23;at_Risk
17602;3;14;7354;5;5;5;55;champions
17603;79;4;1788;3;4;4;34;loyal_customers
17604;218;6;942;2;4;3;24;at_Risk
17605;591;1;161;1;2;1;12;hibernating
17606;738;1;87;1;2;1;12;hibernating
17607;377;1;334;2;2;2;22;hibernating
17608;34;4;488;4;4;2;44;loyal_customers
17609;42;11;1888;4;5;4;45;loyal_customers
17610;541;5;1512;1;4;4;14;at_Risk
17611;8;28;8338;5;5;5;55;champions
17612;54;18;5395;4;5;5;45;loyal_customers
17613;24;14;4545;4;5;5;45;loyal_customers
17614;58;1;386;4;2;2;42;potential_loyalists
17615;131;6;722;3;4;3;34;loyal_customers
17616;175;4;734;3;4;3;34;loyal_customers
17617;560;1;385;1;2;2;12;hibernating
17618;7;11;4002;5;5;5;55;champions
17619;313;1;214;2;2;1;22;hibernating
17620;61;1;81;3;2;1;32;about_to_sleep
17621;22;6;3175;4;4;5;44;loyal_customers
17622;599;2;1130;1;3;3;13;at_Risk
17623;34;7;2366;4;4;4;44;loyal_customers
17624;16;4;1569;5;4;4;54;champions
17625;19;8;5979;5;5;5;55;champions
17626;604;1;254;1;2;1;12;hibernating
17627;480;1;296;1;2;2;12;hibernating
17628;82;1;76;3;2;1;32;about_to_sleep
17629;7;10;2456;5;5;4;55;champions
17630;171;2;504;3;3;2;33;need_attention
17631;3;7;998;5;4;3;54;champions
17633;32;7;2057;4;4;4;44;loyal_customers
17634;37;9;2359;4;5;4;45;loyal_customers
17635;425;3;1266;1;3;4;13;at_Risk
17636;20;1;286;5;2;2;52;potential_loyalists
17637;32;2;547;4;3;2;43;potential_loyalists
17638;648;2;842;1;3;3;13;at_Risk
17639;277;6;615;2;4;3;24;at_Risk
17640;88;6;3169;3;4;5;34;loyal_customers
17642;121;5;1824;3;4;4;34;loyal_customers
17643;374;2;440;2;3;2;23;at_Risk
17644;2;20;6029;5;5;5;55;champions
17646;220;12;3899;2;5;5;25;cant_loose
17647;66;3;332;3;3;2;33;need_attention
17648;62;5;2216;3;4;4;34;loyal_customers
17649;139;3;1579;3;3;4;33;need_attention
17650;22;1;166;4;2;1;42;potential_loyalists
17651;13;16;5704;5;5;5;55;champions
17652;26;12;4868;4;5;5;45;loyal_customers
17653;38;4;1208;4;4;3;44;loyal_customers
17654;278;1;118;2;2;1;22;hibernating
17655;12;9;2976;5;5;5;55;champions
17656;74;5;1675;3;4;4;34;loyal_customers
17657;431;1;126;1;2;1;12;hibernating
17658;27;2;595;4;3;2;43;potential_loyalists
17659;18;14;3587;5;5;5;55;champions
17660;142;2;342;3;3;2;33;need_attention
17662;663;2;413;1;3;2;13;at_Risk
17663;27;17;5176;4;5;5;45;loyal_customers
17664;20;4;1166;5;4;3;54;champions
17665;494;1;563;1;2;2;12;hibernating
17666;5;5;2048;5;4;4;54;champions
17667;67;9;3951;3;5;5;35;loyal_customers
17668;2;2;348;5;3;2;53;potential_loyalists
17669;44;10;6142;4;5;5;45;loyal_customers
17670;229;1;206;2;2;1;22;hibernating
17671;17;5;2009;5;4;4;54;champions
17672;51;7;5779;4;4;5;44;loyal_customers
